Drug Name,Drug Subcategory
Sulfinpyrazone,others
Cefapirin,others
Cefadroxil,others
Micafungin,others
Doxepin,others
Amifostine,others
Diclofenamide,others
Sulfoxone,others
Diphenylpyraline,others
Cloxacillin,others
Flavoxate,others
Nefazodone,others
Cefprozil,Cephalosporin Antibacterial [EPC]
Desipramine,others
Candicidin,others
Sertaconazole,others
Thiamylal,others
Gemifloxacin,others
Bupropion,others
Trimetrexate,others
Bretylium,others
Halothane,others
Chloroprocaine,others
Terazosin,others
Amdinocillin,others
Ofloxacin,Quinolone Antimicrobial [EPC]
Cilostazol,Phosphodiesterase 3 Inhibitor [EPC]
Itraconazole,Azole Antifungal [EPC]
Procarbazine,others
Guanethidine,others
Moclobemide,others
Kanamycin,others
Orphenadrine,others
Phenobarbital,others
Escitalopram,others
Cyclizine,others
Idarubicin,others
Chlormezanone,others
Podofilox,others
Rescinnamine,others
Ifosfamide,Alkylating Drug [EPC]
Propafenone,others
Naloxone,others
Domperidone,others
Fluoxymesterone,others
Pergolide,others
Iophendylate,others
Ciclopirox,others
Desflurane,General Anesthetic [EPC]
Clindamycin,others
Dexfenfluramine,others
Oxymorphone,others
Acebutolol,others
Brinzolamide,Carbonic Anhydrase Inhibitor [EPC]
Flecainide,others
Estramustine,others
Captopril,Angiotensin Converting Enzyme Inhibitor [EPC]
Zopiclone,others
Tubocurarine,others
Bromocriptine,others
Rifapentine,others
Levetiracetam,others
Nadolol,beta-Adrenergic Blocker [EPC]
Mitoxantrone,others
Flumazenil,Benzodiazepine Antagonist [EPC]
Lomustine,others
Ridogrel,others
Sparfloxacin,others
Dezocine,others
Levobunolol,others
Clarithromycin,Macrolide Antimicrobial [EPC]
Ceftriaxone,others
Fomepizole,Antidote [EPC]
Metipranolol,others
Estazolam,Benzodiazepine [EPC]
Finasteride,5-alpha Reductase Inhibitor [EPC]
Anastrozole,Aromatase Inhibitor [EPC]
Halofantrine,others
Dantrolene,others
Rifaximin,others
Ketamine,others
Budesonide,Corticosteroid [EPC]
Quetiapine,others
Mivacurium,others
Levomethadyl Acetate,Non-Standardized Plant Allergenic Extract [EPC]
Encainide,others
Paclitaxel,Microtubule Inhibitor [EPC]
Pemoline,others
Diphenidol,others
Saquinavir,others
Metoclopramide,others
Dexamethasone,Corticosteroid [EPC]
Levodopa,Aromatic Amino Acid Decarboxylation Inhibitor [EPC]
Sevoflurane,General Anesthetic [EPC]
Bromodiphenhydramine,others
Aripiprazole,Atypical Antipsychotic [EPC]
Chlorprothixene,others
Epoprostenol,others
Gemfibrozil,Peroxisome Proliferator Receptor alpha Agonist [EPC]
Clomipramine,others
Chloroxine,others
Bepridil,others
Decamethonium,others
Alimemazine,others
Isocarboxazid,others
Docetaxel,Microtubule Inhibitor [EPC]
Iodixanol,Radiographic Contrast Agent [EPC]
Olsalazine,others
Gliquidone,others
Mitiglinide,others
Ergonovine,others
Dasatinib,others
Lisdexamfetamine,others
Retapamulin,others
Lapatinib,others
Desonide,Corticosteroid [EPC]
Sitagliptin,others
Decitabine,Nucleoside Metabolic Inhibitor [EPC]
Posaconazole,Azole Antifungal [EPC]
Darunavir,others
Telbivudine,others
Paliperidone,Atypical Antipsychotic [EPC]
Sunitinib,others
Varenicline,others
Arformoterol,others
Hydralazine,others
Nelarabine,Nucleoside Metabolic Inhibitor [EPC]
Carbetocin,others
Lumiracoxib,others
Fenoterol,others
Glisoxepide,others
Pirbuterol,others
Bismuth Subsalicylate,Bismuth [EPC]
Bevantolol,others
Glucosamine,others
Practolol,others
Sulfacytine,others
Sulfadoxine,others
Rolitetracycline,others
Oxtriphylline,others
Fosamprenavir,others
Fosphenytoin,others
Josamycin,others
Kava,others
Polythiazide,others
Quinethazone,others
Cefamandole,others
Cefazolin,others
Cefonicid,others
Cefoperazone,others
Cefotetan,Cephalosporin Antibacterial [EPC]
Cefoxitin,others
Ceftizoxime,others
Cefradine,others
Metocurine,others
Pancuronium,others
Pipecuronium,others
Vecuronium,others
Cilazapril,others
Forasartan,others
Saprisartan,others
Spirapril,others
Tasosartan,others
Amobarbital,others
Aprobarbital,others
Butethal,others
Heptabarbital,others
Hexobarbital,others
Mestranol,others
Penbutolol,others
Troleandomycin,others
Iohexol,others
Ephedrine,others
Mephentermine,others
Procaterol,others
Rasagiline,others
Quinupristin,others
Calcium,others
Cortisone acetate,Non-Standardized Plant Allergenic Extract [EPC]
Glycodiazine,others
Paramethasone,others
Mibefradil,others
Sodium bicarbonate,others
Yohimbine,others
Bezafibrate,others
Colchicine,Alkaloid [EPC]
Drospirenone,others
Digitoxin,others
Magnesium salicylate,others
Salsalate,others
Neostigmine,others
Methotrimeprazine,others
Temafloxacin,others
Danazol,Androgen [EPC]
Clenbuterol,others
Bambuterol,others
Tiotropium,others
Ciclesonide,others
Pranlukast,others
Theobromine,others
Cefepime,others
Cefacetrile,others
Ceftibuten,others
Cefpodoxime,others
Acenocoumarol,others
Antrafenine,others
Testosterone Propionate,others
Paromomycin,others
Nitroxoline,others
Stepronin,others
Aminophenazone,others
Alizapride,others
Ajmaline,others
Amrinone,others
Oxybenzone,others
Aprindine,others
Almitrine,others
Allylestrenol,others
Methadyl Acetate,Non-Standardized Plant Allergenic Extract [EPC]
19-norandrostenedione,others
Antipyrine,others
Alfacalcidol,others
Glutethimide,others
Phenazopyridine,others
3-Methylthiofentanyl,others
Gamma Hydroxybutyric Acid,others
"5-Methoxy-N,N-diisopropyltryptamine",others
MMDA,others
Dimethylthiambutene,others
Bufotenine,others
Alpha-methyltryptamine,others
4-Methylaminorex,Amide Local Anesthetic [EPC]
Dihydroetorphine,others
Heroin,others
Beta-hydroxyfentanyl,others
"3,4-Methylenedioxymethamphetamine",others
Bezitramide,others
Diethyltryptamine,others
Dimenoxadol,others
Etonitazene,others
Fencamfamine,others
Furethidine,others
"2,5-Dimethoxyamphetamine",others
Ethylmorphine,others
"2,5-Dimethoxy-4-ethylamphetamine",Amide Local Anesthetic [EPC]
Ethylmethylthiambutene,others
Acetorphine,others
α-methylthiofentanyl,others
Bolasterone,others
4-Methoxyamphetamine,Amide Local Anesthetic [EPC]
Betaprodine,others
Dioxaphetyl butyrate,others
Haloxazolam,others
Codeine methylbromide,Barbiturate [EPC]
desmethylprodine,others
Cyprenorphine,others
Delta1-dihydrotestosterone,others
Barbital,others
"4-Bromo-2,5-dimethoxyamphetamine",Amide Local Anesthetic [EPC]
Cathine,others
Embutramide,others
Dimethyltryptamine,others
Camazepam,others
Aminorex,others
Dipipanone,others
Ethylestrenol,others
Barbituric acid derivative,others
Etorphine,others
Alphamethadol,others
Alphameprodine,others
4-Hydroxy-19-nortestosterone,others
Difenoxin,others
Diampromide,others
Etoxeridine,others
1-Phenylcyclohexylamine,others
"3,4-Methylenedioxyamphetamine",others
Delorazepam,others
Hydromorphinol,others
Furazabol,others
Benzoylecgonine,others
"3,4,5-Trimethoxyamphetamine",others
Benzethidine,others
Tenocyclidine,others
Clostebol,others
Betacetylmethadol,others
Clonitazene,others
5-Androstenediol,others
Ecgonine,others
4-Androstenediol,Amide Local Anesthetic [EPC]
Clortermine,others
"4-Methyl-2,5-dimethoxyamphetamine",Amide Local Anesthetic [EPC]
Dextromoramide,others
"3Alpha,17beta-dihydroxy-5alpha-androstane",others
Desomorphine,others
α-Methylacetylfentanyl,others
Diethylthiambutene,others
Chlorhexadol,others
Carfentanil,others
4-Androstenedione,Amide Local Anesthetic [EPC]
"4-Bromo-2,5-dimethoxyphenethylamine",Amide Local Anesthetic [EPC]
Acetyldihydrocodeine,others
1-Piperidinocyclohexanecarbonitrile,others
17alpha-methyl-4-hydroxynandrolone,Amide Local Anesthetic [EPC]
Boldenone,others
Allylprodine,others
Flunitrazepam,others
Ethyl loflazepate,others
Alpha-ethyltryptamine,others
Drotebanol,others
Diprenorphine,others
Rolicyclidine,others
Fenproporex,others
Dihydrocodeine,Central Nervous System Stimulant [EPC]
Betameprodine,others
Cloxazolam,others
Alphacetylmethadol,others
Chlorphentermine,others
α-Methylfentanyl,others
Bromazepam,others
Clotiazepam,others
Cathinone,others
Androstanedione,others
1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,others
Chloral hydrate,others
Calusterone,others
Dihydromorphine,others
"3,4-Methylenedioxy-N-ethylamphetamine",others
Fludiazepam,others
Codeine-N-oxide,Barbiturate [EPC]
Formebolone,others
Ohmefentanyl,others
3-Methylfentanyl,others
Benzylmorphine,others
Dextroamphetamine,others
Methamphetamine,others
Metrizamide,others
Phendimetrazine,others
Oxprenolol,others
Sulfamerazine,others
Sulfamethazine,others
Ursodeoxycholic acid,others
Ketazolam,others
Prazepam,others
Quazepam,Benzodiazepine [EPC]
Everolimus,Kinase Inhibitor [EPC]
Solifenacin,others
Cinolazepam,others
Nitrazepam,others
Cilastatin,others
Imipenem,others
Probucol,others
Tiaprofenic acid,others
Lopinavir,Protease Inhibitor [EPC]
Bacampicillin,others
Meticillin,others
Pivampicillin,others
Pivmecillinam,others
Tazobactam,others
Ticarcillin,others
Propericiazine,others
Deferasirox,Iron Chelator [EPC]
Valganciclovir,others
Hydroxychloroquine,others
Amyl Nitrite,Proton Pump Inhibitor [EPC]
Erythrityl Tetranitrate,others
Acepromazine,others
Aceprometazine,others
Alverine,others
Molindone,others
Phenindamine,others
Pheniramine,others
Pipotiazine,others
Thioproperazine,others
Thiothixene,Typical Antipsychotic [EPC]
Zuclopenthixol,others
Isopropamide,others
Pargyline,others
Lincomycin,others
Etoricoxib,others
5-Fluorouridine,others
SC-74020,others
Methyl Nonanoate (Ester),others
Alpha-Phosphoribosylpyrophosphoric Acid,others
Deoxy-2-Fluoro-B-D-Cellotrioside,others
2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine,others
"2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine",others
Clorocruoro Hem,others
"3,7,11,15-Tetramethyl-Hexadecan-1-Ol",others
D-Sorbitol,others
N-Methyl-Pyridoxal-5'-Phosphate,Barbiturate [EPC]
"(5r)-6-(4-{[2-(3-Iodobenzyl)-3-Oxocyclohex-1-En-1-Yl]Amino}Phenyl)-5-Methyl-4,5-Dihydropyridazin-3(2h)-One",others
"(5z)-2-[(1s,2r)-1-Amino-2-Hydroxypropyl]-5-[(4-Amino-1h-Indol-3-Yl)Methylene]-3-(2-Hydroxyethyl)-3,5-Dihydro-4h-Imidazol-4-One",others
O1-Methyl-Glucose,Standardized Chemical Allergen [EPC]
Thymidine-5'-Phosphate,Barbiturate [EPC]
"3,6-Dihydroxy-Xanthene-9-Propionic Acid",others
Genistein,others
N-Acetylmethionine,others
(R)-Mesopram,others
O1-Methyl-4-Deoxy-4-Thio-Beta-D-Glucose,others
7-Methyl-Gpppa,others
trans-2-hydroxycinnamic acid,others
"Methyl 4,6-O-[(1r)-1-Carboxyethylidene]-Beta-D-Galactopyranoside",others
4-Hydroxybenzoyl Coenzyme A,others
(5z)-5-(1h-Indol-3-Ylmethylene)-4h-Imidazol-4-One,others
L-Guluronic Acid 6-Phosphate,others
Roflumilast,Phosphodiesterase 4 Inhibitor [EPC]
"2-Amino-3-[4-Hydroxy-6-Oxo-3-(2-Phenyl-Cyclopropylimino)-Cyclohexa-1,4-Dienyl]-Propionic Acid",others
1'-Deazo-Thiamin Diphosphate,others
"3-(1,10-Phenanthrol-2-Yl)-L-Alanine",others
Adenosine-5'-Diphosphate Monothiophosphate,others
Phosphoribosyl Atp,Sulfonylurea [EPC]
Trans-O-Hydroxy-Alpha-Methyl Cinnamate,others
(S)-Des-Me-Ampa,others
ZK-800270,others
D-Myo-Inositol-Hexasulphate,others
8-azaguanine,others
Nanaomycin D,others
Virginiamycin M1,Sulfonylurea [EPC]
Propyl Acetate,Non-Standardized Plant Allergenic Extract [EPC]
4-(Hydroxymercury)Benzoic Acid,others
"2,3-Dihydroxy-Benzoic Acid",others
Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine,others
Methacrylyl-Coenzyme A,others
Trinitrotoluene,others
Fumarate,others
RU84687,others
Propyl Trihydrogen Diphosphate,others
Benzene Hexacarboxylic Acid,others
6'-Methyl-Thiamin Diphosphate,others
Chymostatin,others
1-Hydroxy-1-Thio-Glycerol,others
"4-[5-Pyridin-4-Yl-1h-[1,2,4]Triazol-3-Yl]-Pyridine-2-Carbonitrile",others
"N,N-dimethylarginine",others
Mannobiose,others
P-Cresol,others
Inhibitor Idd 384,others
Bis(Adenosine)-5'-Triphosphate,others
Indole Naphthyridinone,others
Dithioerythritol,others
Ribavirin Monophosphate,others
D-tartaric acid,others
N-Hydroxy-4-Phosphono-Butanamide,Amide Local Anesthetic [EPC]
Cellotriose,others
Rutin,others
(4e)-4-Aminohex-4-Enoic Acid,others
Aicar,others
"1,2-Dichloro-Propane",others
"2-(3,4-Dihydroxyphenyl)Acetic Acid",others
"2,4-Dihydroxy-Trans Cinnamic Acid",others
2-Bromo-6-Chloro-Purine,others
"L-Alfa-Lysophosphatidylcholine, Lauroyl",others
Dehydroepiandrosterone,others
2-Phosphoglyceric Acid,others
Porphyrin Fe(Iii),others
"2,3,4,5,6-Pentafluorobenzyl Alcohol",others
"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Phenylalanine Ethyl Ester",others
Udp-Alpha-D-Xylopyranose,others
N-Methyl-Lysine,others
"7,8-Diamino-Nonanoic Acid",others
2-Propenyl-N-Acetyl-Neuramic Acid,others
Bis(Adenosine)-5'-Pentaphosphate,others
Cetyl-Trimethyl-Ammonium,alpha-Hydroxy Acid [EPC]
Thio-Maltopentaose,Non-Standardized Plant Allergenic Extract [EPC]
(2z)-2-(Benzoylamino)-3-[4-(2-Bromophenoxy)Phenyl]-2-Propenoic Acid,others
Analogue of Indinavir Drug,others
"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",others
Reduced Threonine,others
2-Aminophenol,others
Isocitric Acid,others
"3-[Aminoethylphosphoryl]-[1,2-Di-Palmitoyl]-Sn-Glycerol",others
"(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol",others
(S)-Wiskostatin,others
"(4r,5s,6s,7r)-1,3-Dibenzyl-4,7-Bis(Phenoxymethyl)-5,6-Dihydroxy-1,3 Diazepan-2-One",others
L-Phospholactate,others
3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid,others
3-Chloroalaninate,others
[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium,others
"Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester",others
O-Phosphoethanolamine,others
Allo-Isoleucine,others
2-Amino-4-Butyl-5-Propylselenazole,others
CRA_17693,others
(3r)-1-Acetyl-3-Methylpiperidine,others
Pyoverdine-Chromophore,others
Camphor,others
N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester,others
D-Leucine,others
Coprogen,others
N-Benzyl-4-Sulfamoyl-Benzamide,Amide Local Anesthetic [EPC]
"1,2-Dimethoxyethane",others
Naphthalen-1-Yl-Acetic Acid,others
"3,3',5,5'-Tetraiodothyroacetic Acid",others
S-Adenosyl-L-Homocysteine,others
4-Oxo-Nicotinamide-Adenine Dinucleotide Phosphate,others
"3,4-Dihydroxy-1-Methylquinolin-2(1h)-One",others
N-[Isoleucinyl]-N'-[Adenosyl]-Diaminosufone,others
D-4-Phosphoerythronic Acid,others
3-Iodo-Tyrosine,others
5-Hydroxy-2-(Hydroxymethyl)-4h-Pyran-4-One,others
2-Methoxy-3-Isopropylpyrazine,others
4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine,others
Acetoacetic Acid,others
Tatp,others
Dalfopristin,others
"(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid",others
Beta-(2-Naphthyl)-Alanine,others
Hemi-Babim,others
Methylumbelliferyl Sialic Acid,others
Double Oxidized Cysteine,others
CRA_10991,others
"3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione",others
4-[3-Carboxymethyl-3-(4-Phosphonooxy-Benzyl)-Ureido]-4-[(3-Cyclohexyl-Propyl)-Methyl-Carbamoyl]Butyric Acid,others
Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester,others
Dihydroxyacetone,others
M-Cresol,Radiographic Contrast Agent [EPC]
Coa-S-Trimethylene-Acetyl-Tryptamine,others
Glycerol-2-Phosphate,Barbiturate [EPC]
Fusicoccin,others
"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",others
Pantothenic acid,others
4-Flourobenzenesulfonamide,Amide Local Anesthetic [EPC]
Dimethylallyl Diphosphate,others
D-Alanine,others
4-Imino-5-Methidyl-2-Methylpyrimidine,others
"1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene",others
"Sp-Adenosine-3',5'-Cyclic-Monophosphorothioate",others
Piclamilast,others
Adenylyl-3'-5'-Phospho-Uridine-3'-Monophosphate,others
I-5,others
Phenyl Boronic Acid,others
Quinolinic Acid,others
"(2r)-2-(Aminomethyl)-2,4-Dihydroxy-5-Oxo-3-(2-Oxoethyl)-2,5-Dihydro-1h-Imidazol-3-Ium",others
Ethyl Dihydrogen Diphosphate,others
4-Hydroxy-3-Methyl Butyl Diphosphate,others
"N,4-Dihydroxy-N-Oxo-3-(Sulfooxy)Benzenaminium",others
"(4r)-7aza-7,8-Dihydrolimonene",others
2-(Trimethylammonium)Ethyl Thiol,others
"2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate",others
Monoisopropylphosphorylserine,others
"10-{4-Dimethylamino-5-[4-Hydroxy-6-Methyl-5-(6-Methyl-5-Oxo-Tetrahydro-Pyran-2-Yloxy)-Tetrahydro-Pyrane-2-Yloxy]-6-Methyl-Tetrahydro-Pyran-2-Yloxy}-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",others
"N-[(3z)-5-Tert-Butyl-2-Phenyl-1,2-Dihydro-3h-Pyrazol-3-Ylidene]-N'-(4-Chlorophenyl)Urea",others
Thiarsahydroxy-Cysteine,others
"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",others
"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester",others
Adenosine-3'-5'-Diphosphate,others
Pyridoxyl-Glutamic Acid-5'-Monophosphate,others
2-Tridecanoyloxy-Pentadecanoic Acid,others
Nz-(Dicarboxymethyl)Lysine,others
"(1s,6s,7r,8r,8ar)-1,6,7,8-Tetrahydroxyindolizidine",others
Threonine-Aspartic Ester,others
O3-Sulfonylgalactose,others
Phosphoenolpyruvate,others
"Compound 12, N-Acetyl-4-[(Carboxycarbonyl)(2-Carboxyphenyl)Amino]-N-Pentyl-1-Napthylalaniamide",others
"L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide",Amide Local Anesthetic [EPC]
Dithiane Diol,others
Beta-D-Glucopyranose Spirohydantoin,others
"(3s)-Tetrahydrofuran-3-Yl (1r,2s)-3-[4-((1r)-2-{[(S)-Amino(Hydroxy)Methyl]Oxy}-2,3-Dihydro-1h-Inden-1-Yl)-2-Benzyl-3-Oxopyrrolidin-2-Yl]-1-Benzyl-2-Hydroxypropylcarbamate",others
2-Amino-8-Methylquinazolin-4(3h)-One,others
N-Butyl Isocyanide,others
"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",Amide Local Anesthetic [EPC]
Methylamine,others
Desulfo-Coenzyme A,others
"{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid",others
Tryptophanyl-5'amp,others
4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid,others
L-2-Amino-4-(Guanidinooxy)Butyric Acid,others
"(9r,10r)-9-(S-Glutathionyl)-10-Hydroxy-9,10-Dihydrophenanthrene",Muscle Relaxant [EPC]
4r-Fluoro-N6-Ethanimidoyl-L-Lysine,others
"[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone",others
